presetScenarios.ts | ACLS 1 — Bradicardia Inestable | Paso 1 | hr: 42 → 41 (-1)
rhythmDefinitions.ts | Taquicardia Ventricular | Paso - | systolicBP: 60 → 61 (+1)
rhythmDefinitions.ts | Taquicardia Ventricular | Paso - | diastolicBP: 40 → 41 (+1)
rhythmDefinitions.ts | Taquicardia Ventricular | Paso - | spo2: 80 → 81 (+1)
rhythmDefinitions.ts | Taquicardia Ventricular | Paso - | etco2: 15 → 16 (+1)
rhythmDefinitions.ts | Taquicardia Ventricular | Paso - | temperature: 36 → 36.1 (+0.1)
rhythmDefinitions.ts | TV Polimórfica | Paso - | defaultHR: 200 → 199 (-1)
rhythmDefinitions.ts | TV Polimórfica | Paso - | spo2: 70 → 69 (-1)
rhythmDefinitions.ts | TV Polimórfica | Paso - | etco2: 10 → 9 (-1)
rhythmDefinitions.ts | TV Polimórfica | Paso - | temperature: 36 → 35.9 (-0.1)
rhythmDefinitions.ts | Fibrilación Ventricular | Paso - | etco2: 5 → 4 (-1)
rhythmDefinitions.ts | Fibrilación Ventricular | Paso - | temperature: 36 → 36.1 (+0.1)
rhythmDefinitions.ts | Torsades de Pointes | Paso - | defaultHR: 200 → 199 (-1)
rhythmDefinitions.ts | Torsades de Pointes | Paso - | etco2: 5 → 4 (-1)
rhythmDefinitions.ts | Torsades de Pointes | Paso - | temperature: 36 → 35.9 (-0.1)
rhythmDefinitions.ts | Ritmo Agonal | Paso - | defaultHR: 20 → 21 (+1)
rhythmDefinitions.ts | Ritmo Agonal | Paso - | etco2: 5 → 6 (+1)
rhythmDefinitions.ts | Ritmo Agonal | Paso - | temperature: 35.5 → 35.4 (-0.1)
rhythmDefinitions.ts | Asistolia | Paso - | etco2: 3 → 4 (+1)
rhythmDefinitions.ts | Asistolia | Paso - | temperature: 35 → 34.9 (-0.1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | defaultHR: 80 → 79 (-1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | systolicBP: 130 → 129 (-1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | diastolicBP: 85 → 86 (+1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | spo2: 96 → 97 (+1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | etco2: 34 → 35 (+1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | respiratoryRate: 18 → 17 (-1)
rhythmDefinitions.ts | Sinusal con Elevación ST | Paso - | temperature: 36.6 → 36.5 (-0.1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | defaultHR: 115 → 114 (-1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | systolicBP: 140 → 141 (+1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | diastolicBP: 90 → 91 (+1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | spo2: 95 → 96 (+1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | etco2: 30 → 31 (+1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | respiratoryRate: 22 → 21 (-1)
rhythmDefinitions.ts | Taquicardia Sinusal con Elevación ST | Paso - | temperature: 37 → 37.1 (+0.1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | defaultHR: 85 → 84 (-1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | systolicBP: 135 → 134 (-1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | diastolicBP: 88 → 89 (+1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | etco2: 33 → 34 (+1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | respiratoryRate: 18 → 19 (+1)
rhythmDefinitions.ts | Sinusal con Depresión ST | Paso - | temperature: 36.6 → 36.5 (-0.1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | defaultHR: 75 → 74 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | systolicBP: 118 → 117 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | diastolicBP: 78 → 79 (+1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | spo2: 97 → 96 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Ventriculares | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | defaultHR: 75 → 76 (+1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | systolicBP: 120 → 121 (+1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | diastolicBP: 80 → 79 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | spo2: 98 → 97 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | etco2: 35 → 36 (+1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | respiratoryRate: 16 → 15 (-1)
rhythmDefinitions.ts | Sinusal con Extrasístoles Auriculares | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | defaultHR: 80 → 79 (-1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | systolicBP: 110 → 109 (-1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | diastolicBP: 72 → 73 (+1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | etco2: 34 → 35 (+1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | respiratoryRate: 16 → 15 (-1)
rhythmDefinitions.ts | Bigeminismo Ventricular | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | defaultHR: 80 → 81 (+1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | systolicBP: 112 → 113 (+1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | diastolicBP: 74 → 75 (+1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | etco2: 34 → 35 (+1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Trigeminismo Ventricular | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | defaultHR: 78 → 79 (+1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | systolicBP: 115 → 114 (-1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | diastolicBP: 75 → 76 (+1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | spo2: 97 → 96 (-1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | PVCs en Duplas | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | defaultHR: 85 → 84 (-1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | systolicBP: 120 → 119 (-1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | diastolicBP: 80 → 79 (-1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | spo2: 98 → 99 (+1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | etco2: 35 → 36 (+1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | respiratoryRate: 16 → 15 (-1)
rhythmDefinitions.ts | Wolff-Parkinson-White | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | defaultHR: 72 → 71 (-1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | systolicBP: 120 → 121 (+1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | diastolicBP: 80 → 79 (-1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | spo2: 98 → 99 (+1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | respiratoryRate: 16 → 15 (-1)
rhythmDefinitions.ts | Patrón Brugada Tipo 1 | Paso - | temperature: 36.5 → 36.6 (+0.1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | defaultHR: 70 → 69 (-1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | systolicBP: 115 → 116 (+1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | diastolicBP: 75 → 76 (+1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | spo2: 97 → 98 (+1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Marcapasos Auricular | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | defaultHR: 70 → 69 (-1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | systolicBP: 110 → 111 (+1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | diastolicBP: 70 → 71 (+1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | spo2: 96 → 95 (-1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | respiratoryRate: 16 → 15 (-1)
rhythmDefinitions.ts | Marcapasos Ventricular | Paso - | temperature: 36.5 → 36.4 (-0.1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | defaultHR: 70 → 69 (-1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | systolicBP: 115 → 114 (-1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | diastolicBP: 75 → 76 (+1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | spo2: 97 → 98 (+1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | etco2: 35 → 34 (-1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | respiratoryRate: 16 → 17 (+1)
rhythmDefinitions.ts | Marcapasos AV Secuencial | Paso - | temperature: 36.5 → 36.6 (+0.1)
